"condition","temp","psych","InCS","NFC","InJu1","InJu2","gender","age","j1","j2","j3","j4","j5","j6","ch1","ch2","ch3","ch4","ch5","temp_psych"
"short","short","long","It's wrong and I can provide a valid reason.",182,1,1,"Female",31,"wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,"short_long"
"short","short","long","It's wrong but I can't think of a reason.",208,1,4,"Female",33,"wrong","wrong","wrong","wrong","wrong","not wrong",FALSE,FALSE,FALSE,FALSE,TRUE,"short_long"
"short","short","long","There is nothing wrong.",170,6,6,"Male",34,"not wrong","not wrong","not wrong","wrong","not wrong","not wrong",FALSE,FALSE,TRUE,TRUE,FALSE,"short_long"
"short","short","long","It's wrong and I can provide a valid reason.",174,3,3,"Female",31,"wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,"short_long"
"short","short","long","It's wrong but I can't think of a reason.",167,6,6,"Male",32,"not wrong","not wrong","not wrong","not wrong","wrong","not wrong",FALSE,FALSE,FALSE,TRUE,TRUE,"short_long"
"short","short","long","It's wrong and I can provide a valid reason.",190,1,1,"Male",52,"wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,"short_long"
"long","long","long","It's wrong and I can provide a valid reason.",177,1,1,"Male",21,"wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,"long_long"
"long","long","long","It's wrong and I can provide a valid reason.",160,6,6,"Female",48,"not wrong","wrong","wrong","wrong","wrong","not wrong",TRUE,FALSE,FALSE,FALSE,TRUE,"long_long"
"long","long","long","There is nothing wrong.",144,4,4,"Male",36,"not wrong","not wrong","not wrong","not wrong","not wrong","not wrong",FALSE,FALSE,FALSE,FALSE,FALSE,"long_long"
"long","long","long","It's wrong and I can provide a valid reason.",214,1,1,"Female",38,"wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,"long_long"
"long","long","long","There is nothing wrong.",164,4,5,"Male",24,"not wrong","not wrong","not wrong","not wrong","not wrong","not wrong",FALSE,FALSE,FALSE,FALSE,FALSE,"long_long"
"long","long","long","It's wrong and I can provide a valid reason.",147,1,1,"Male",35,"wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,"long_long"
"long","long","long","It's wrong and I can provide a valid reason.",185,2,2,"Male",27,"wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,"long_long"
"long","long","long","It's wrong and I can provide a valid reason.",151,1,1,"Male",37,"wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,"long_long"
"long","long","long","It's wrong and I can provide a valid reason.",147,1,1,"Female",34,"wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,"long_long"
"long","long","long","It's wrong but I can't think of a reason.",174,1,1,"Female",22,"wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,"long_long"
"long","long","long","It's wrong and I can provide a valid reason.",155,2,2,"Female",31,"wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,"long_long"
"long","long","long","It's wrong and I can provide a valid reason.",190,1,1,"Female",39,"wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,"long_long"
"long","long","long","It's wrong and I can provide a valid reason.",169,1,1,"Female",55,"wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,"long_long"
"long","long","long","It's wrong and I can provide a valid reason.",123,3,2,"Female",55,"wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,"long_long"
"long","long","long","It's wrong and I can provide a valid reason.",178,1,1,"Female",37,"wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,"long_long"
"long","long","long","It's wrong and I can provide a valid reason.",169,1,1,"Male",55,"wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,"long_long"
"long","long","long","It's wrong but I can't think of a reason.",150,1,1,"Male",25,"wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,"long_long"
"long","long","long","It's wrong and I can provide a valid reason.",125,3,2,"Female",35,"wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,"long_long"
"long","long","long","It's wrong and I can provide a valid reason.",144,1,1,"Female",37,"wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,"long_long"
"long","long","long","It's wrong and I can provide a valid reason.",182,1,1,"Male",45,"wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,"long_long"
"long","long","long","It's wrong and I can provide a valid reason.",179,1,1,"Male",31,"wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,"long_long"
"long","long","long","It's wrong but I can't think of a reason.",148,3,6,"Female",28,"wrong","wrong","wrong","wrong","wrong","not wrong",FALSE,FALSE,FALSE,FALSE,TRUE,"long_long"
"long","long","long","There is nothing wrong.",153,6,5,"Female",32,"not wrong","not wrong","not wrong","not wrong","not wrong","not wrong",FALSE,FALSE,FALSE,FALSE,FALSE,"long_long"
"long","long","long","It's wrong but I can't think of a reason.",146,5,6,"Female",30,"not wrong","not wrong","not wrong","wrong","wrong","not wrong",FALSE,FALSE,TRUE,FALSE,TRUE,"long_long"
"long","long","long","It's wrong and I can provide a valid reason.",151,1,1,"Female",26,"wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,"long_long"
"long","long","long","It's wrong and I can provide a valid reason.",165,6,5,"Male",32,"not wrong","wrong","wrong","wrong","wrong","not wrong",TRUE,FALSE,FALSE,FALSE,TRUE,"long_long"
"long","long","long","It's wrong but I can't think of a reason.",161,6,6,"Female",22,"not wrong","not wrong","not wrong","not wrong","wrong","not wrong",FALSE,FALSE,FALSE,TRUE,TRUE,"long_long"
"long","long","long","It's wrong but I can't think of a reason.",155,6,6,"Female",25,"not wrong","not wrong","not wrong","not wrong","wrong","not wrong",FALSE,FALSE,FALSE,TRUE,TRUE,"long_long"
"long","long","long","There is nothing wrong.",157,6,6,"Female",23,"not wrong","not wrong","not wrong","not wrong","not wrong","not wrong",FALSE,FALSE,FALSE,FALSE,FALSE,"long_long"
"long","long","long","It's wrong but I can't think of a reason.",153,6,6,"Female",23,"not wrong","not wrong","not wrong","not wrong","wrong","not wrong",FALSE,FALSE,FALSE,TRUE,TRUE,"long_long"
"long","long","long","It's wrong and I can provide a valid reason.",172,2,2,"Female",45,"wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,"long_long"
"long","long","long","It's wrong and I can provide a valid reason.",160,2,1,"Female",27,"wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,"long_long"
"long","long","long","It's wrong and I can provide a valid reason.",159,1,1,"Male",38,"wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,"long_long"
"long","long","long","It's wrong and I can provide a valid reason.",175,1,1,"Female",49,"wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,"long_long"
"long","long","long","There is nothing wrong.",156,5,5,"Male",28,"not wrong","wrong","wrong","not wrong","not wrong","not wrong",TRUE,FALSE,TRUE,FALSE,FALSE,"long_long"
"long","long","long","It's wrong and I can provide a valid reason.",174,1,1,"Female",45,"wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,"long_long"
"long","long","long","There is nothing wrong.",160,4,5,"Male",41,"not wrong","not wrong","not wrong","not wrong","not wrong","not wrong",FALSE,FALSE,FALSE,FALSE,FALSE,"long_long"
"long","long","long","It's wrong and I can provide a valid reason.",180,1,1,"Male",48,"wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,"long_long"
"long","long","long","It's wrong and I can provide a valid reason.",111,1,1,"Female",33,"wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,"long_long"
"long","long","long","It's wrong and I can provide a valid reason.",190,1,1,"Male",43,"wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,"long_long"
"long","long","long","It's wrong and I can provide a valid reason.",188,1,1,"Male",68,"wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,"long_long"
"long","long","long","It's wrong and I can provide a valid reason.",158,2,2,"Male",37,"wrong","not wrong","not wrong","wrong","wrong","wrong",TRUE,FALSE,TRUE,FALSE,FALSE,"long_long"
"long","long","long","It's wrong and I can provide a valid reason.",172,1,1,"Female",52,"wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,"long_long"
"long","long","long","It's wrong and I can provide a valid reason.",182,1,3,"Male",32,"wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,"long_long"
"long","long","long","There is nothing wrong.",173,5,5,"Female",57,"not wrong","not wrong","not wrong","not wrong","not wrong","not wrong",FALSE,FALSE,FALSE,FALSE,FALSE,"long_long"
"long","long","long","It's wrong and I can provide a valid reason.",189,1,1,"Male",43,"wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,"long_long"
"long","long","long","It's wrong but I can't think of a reason.",162,5,5,"Female",28,"not wrong","wrong","wrong","wrong","wrong","not wrong",TRUE,FALSE,FALSE,FALSE,TRUE,"long_long"
"long","long","long","It's wrong and I can provide a valid reason.",151,2,2,"Female",35,"wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,"long_long"
"long","long","long","It's wrong and I can provide a valid reason.",145,5,5,"Male",25,"not wrong","not wrong","not wrong","wrong","wrong","not wrong",FALSE,FALSE,TRUE,FALSE,TRUE,"long_long"
"long","long","long","It's wrong and I can provide a valid reason.",172,1,1,"Female",25,"wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,"long_long"
"long","long","long","It's wrong and I can provide a valid reason.",204,2,2,"Male",32,"wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,"long_long"
"long","long","long","It's wrong and I can provide a valid reason.",171,1,1,"Female",60,"wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,"long_long"
"long","long","long","It's wrong but I can't think of a reason.",157,5,5,"Female",23,"not wrong","wrong","not wrong","wrong","wrong","not wrong",TRUE,TRUE,TRUE,FALSE,TRUE,"long_long"
"long","long","long","There is nothing wrong.",164,4,4,"Male",24,"not wrong","not wrong","not wrong","not wrong","not wrong","not wrong",FALSE,FALSE,FALSE,FALSE,FALSE,"long_long"
"long","long","long","It's wrong and I can provide a valid reason.",218,1,1,"Female",30,"wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,"long_long"
"long","long","long","It's wrong and I can provide a valid reason.",193,1,1,"Female",32,"wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,"long_long"
"long","long","long","It's wrong and I can provide a valid reason.",176,1,1,"Female",66,"wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,"long_long"
"long","long","long","It's wrong and I can provide a valid reason.",131,1,1,"Female",30,"wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,"long_long"
"long","long","long","It's wrong and I can provide a valid reason.",146,1,1,"Female",25,"wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,"long_long"
"long","long","long","There is nothing wrong.",132,7,4,"Male",27,"not wrong","not wrong","not wrong","not wrong","not wrong","not wrong",FALSE,FALSE,FALSE,FALSE,FALSE,"long_long"
"long","long","long","It's wrong and I can provide a valid reason.",149,7,7,"Female",24,"not wrong","wrong","wrong","wrong","wrong","not wrong",TRUE,FALSE,FALSE,FALSE,TRUE,"long_long"
"long","long","long","There is nothing wrong.",153,6,4,"Female",29,"not wrong","not wrong","not wrong","not wrong","not wrong","not wrong",FALSE,FALSE,FALSE,FALSE,FALSE,"long_long"
"long","long","long","It's wrong but I can't think of a reason.",183,1,1,"Female",36,"wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,"long_long"
"long","long","long","It's wrong but I can't think of a reason.",145,4,2,"Male",26,"not wrong","not wrong","not wrong","not wrong","wrong","wrong",FALSE,FALSE,FALSE,TRUE,FALSE,"long_long"
"long","long","long","It's wrong and I can provide a valid reason.",204,1,1,"Female",48,"wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,"long_long"
"long","long","long","It's wrong and I can provide a valid reason.",178,1,1,"Female",40,"wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,"long_long"
"long","long","long","It's wrong and I can provide a valid reason.",150,1,1,"Male",26,"wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,"long_long"
"long","long","long","It's wrong and I can provide a valid reason.",153,1,1,"Female",26,"wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,"long_long"
"long","long","long","It's wrong and I can provide a valid reason.",154,1,1,"Female",29,"wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,"long_long"
"long","long","long","There is nothing wrong.",148,5,5,"Female",38,"not wrong","not wrong","not wrong","not wrong","not wrong","not wrong",FALSE,FALSE,FALSE,FALSE,FALSE,"long_long"
